Gene name	Gene_freq	Total
KCNC1	787	49097025
KCNB1	1230	49097025
KCNC3	437	49097025
KCNAB3	230	49097025
KCNC4	538	49097025
MAN1A1	1097	49097025
MAMLD1	1048	49097025
MALT1	737	49097025
MAMDC2	1183	49097025
MAML3	2049	49097025
MAN1A2	903	49097025
MAML2	2021	49097025
MAMSTR	215	49097025
MAMDC4	596	49097025
MAML1	591	49097025
NECAB2	452	49097025
NECAP2	220	49097025
NECAP1	286	49097025
NEDD1	595	49097025
NECTIN1	742	49097025
NECTIN3	973	49097025
NECAB1	1377	49097025
NECTIN4	467	49097025
NECAB3	467	49097025
NECTIN2	506	49097025
SP6	255	49097025
SP110	712	49097025
SP8	351	49097025
SP140	1215	49097025
SP140L	677	49097025
SP2	391	49097025
SP3	669	49097025
SP7	265	49097025
SP5	204	49097025
SP4	763	49097025
COMMD7	292	49097025
COMMD5	116	49097025
COMMD9	175	49097025
COMMD4	152	49097025
COMT	268	49097025
COMMD6	183	49097025
COMP	440	49097025
COMMD8	155	49097025
COP1	1639	49097025
COMTD1	81	49097025
REV3L	1708	49097025
REXO1	626	49097025
REXO2	169	49097025
RETREG3	368	49097025
REV1	869	49097025
REXO4	265	49097025
REX1BD	79	49097025
RETREG2	292	49097025
RETSAT	461	49097025
REXO5	512	49097025
IFI27	137	49097025
IFI35	176	49097025
IFI44L	453	49097025
IFI27L1	164	49097025
IFI6	126	49097025
IFI16	842	49097025
IFI27L2	79	49097025
IFIH1	756	49097025
IFI44	301	49097025
IFI30	137	49097025
B2M	848	49097025
B3GALNT2	456	49097025
B3GALT5	823	49097025
B3GALT1	351	49097025
B3GALNT1	269	49097025
AZU1	252	49097025
B3GALT2	213	49097025
B3GAT1	627	49097025
B3GALT6	140	49097025
B3GALT4	177	49097025
N4BP2L1	249	49097025
N6AMT1	227	49097025
N4BP2L2	826	49097025
MZT1	162	49097025
MZT2A	133	49097025
MZT2B	150	49097025
N4BP1	557	49097025
N4BP3	380	49097025
MZF1	397	49097025
N4BP2	1002	49097025
SH3BP4	985	49097025
SH3BGR	496	49097025
SH3BP2	595	49097025
SH3D19	1287	49097025
SH3BP5	625	49097025
SH3BP1	486	49097025
SH3BGRL3	92	49097025
SH3BP5L	391	49097025
SH3BGRL	583	49097025
SH3BGRL2	456	49097025
MAPK13	315	49097025
MAPK10	2365	49097025
MAPK14	608	49097025
MAPK12	292	49097025
MAP7D1	545	49097025
MAP7D2	753	49097025
MAP7D3	657	49097025
MAP9	621	49097025
MAPK1	773	49097025
MAPK11	254	49097025
MNAT1	979	49097025
MNS1	357	49097025
MNT	336	49097025
MMS19	499	49097025
MND1	343	49097025
MNX1	299	49097025
MMS22L	1132	49097025
MMUT	555	49097025
MNDA	797	49097025
MN1	1004	49097025
DMXL2	1794	49097025
DMTF1	564	49097025
DMTN	444	49097025
DMRTC1B	66	49097025
DMWD	398	49097025
DNA2	702	49097025
DMRTC1	2	49097025
DMXL1	1798	49097025
DNAAF1	602	49097025
DMRTC2	339	49097025
OR14I1	308	49097025
OR13F1	350	49097025
OR13C9	259	49097025
OR13J1	191	49097025
OR13G1	487	49097025
OR14A16	542	49097025
OR13H1	229	49097025
OR13D1	257	49097025
OR14A2	127	49097025
OR14C36	455	49097025
FBXO7	364	49097025
FBXW12	362	49097025
FBXO8	399	49097025
FBXO5	255	49097025
FBXO9	375	49097025
FBXO6	166	49097025
FBXW11	872	49097025
FBXW10	848	49097025
FBXW2	357	49097025
FBXW4	504	49097025
SRP72	535	49097025
SRPK3	556	49097025
SRP19	420	49097025
SRP54	410	49097025
SRP9	129	49097025
SRPK1	759	49097025
SRP68	448	49097025
SRPK2	1364	49097025
SRPRA	388	49097025
SRPRB	334	49097025
PCNX4	858	49097025
PCNX1	1574	49097025
PCNT	2038	49097025
PCNX2	2297	49097025
PCNP	244	49097025
PCNX3	868	49097025
PCP4	481	49097025
PCP2	110	49097025
PCOLCE2	721	49097025
PCOLCE	290	49097025
SLC22A23	1054	49097025
SLC22A3	779	49097025
SLC22A8	518	49097025
SLC22A5	354	49097025
SLC22A7	451	49097025
SLC22A24	626	49097025
SLC22A6	467	49097025
SLC22A4	476	49097025
SLC22A31	126	49097025
SLC22A25	773	49097025
P3H4	282	49097025
PAAF1	436	49097025
P4HA2	415	49097025
P4HB	425	49097025
P4HTM	324	49097025
P4HA1	626	49097025
P4HA3	556	49097025
PA2G4	286	49097025
P3H2	1259	49097025
P3H3	357	49097025
ZNF771	222	49097025
ZNF772	310	49097025
ZNF773	400	49097025
ZNF774	328	49097025
ZNF768	308	49097025
ZNF766	371	49097025
ZNF770	328	49097025
ZNF765	592	49097025
ZNF77	341	49097025
ZNF775	350	49097025
JADE3	790	49097025
JADE2	676	49097025
JAK3	1480	49097025
JADE1	623	49097025
JAKMIP1	1891	49097025
JAGN1	128	49097025
JAK2	44754	49097025
JAG1	884	49097025
JAG2	848	49097025
JAK1	1908	49097025
SLC27A1	505	49097025
SLC26A5	1132	49097025
SLC26A3	766	49097025
SLC26A2	365	49097025
SLC26A9	825	49097025
SLC26A7	1841	49097025
SLC26A4	856	49097025
SLC26A6	407	49097025
SLC26A8	857	49097025
SLC27A2	535	49097025
IL1RAP	1030	49097025
IL1RAPL1	3198	49097025
IL1RN	273	49097025
IL20	164	49097025
IL2	137	49097025
IL1RL1	724	49097025
IL1RAPL2	3299	49097025
IL20RA	506	49097025
IL1R2	530	49097025
IL1RL2	650	49097025
AC118553.2	793	49097025
AC116366.3	2008	49097025
AC114490.3	132	49097025
AC115220.1	287	49097025
AC118470.1	708	49097025
AC119396.1	238	49097025
AC116565.1	10	49097025
AC118549.1	852	49097025
AC108488.2	99	49097025
AC117457.1	1931	49097025
GPR83	468	49097025
GPR87	340	49097025
GPR82	154	49097025
GPR85	369	49097025
GPR68	284	49097025
GPR84	221	49097025
GPR75	307	49097025
GPR78	409	49097025
GPR75-ASB3	1514	49097025
GPR65	295	49097025
NQO2	277	49097025
NPY	186	49097025
NQO1	242	49097025
NPY1R	495	49097025
NR0B1	442	49097025
NPY5R	444	49097025
NPY2R	584	49097025
NPW	59	49097025
NR0B2	152	49097025
NPY4R	452	49097025
PLEKHB2	2292	49097025
PLEKHA7	1535	49097025
PLEKHA2	538	49097025
PLEKHA5	1581	49097025
PLEKHA4	685	49097025
PLEKHB1	234	49097025
PLEKHD1	381	49097025
PLEKHA8	680	49097025
PLEKHA6	1304	49097025
PLEKHA3	391	49097025
ADAMTS10	980	49097025
ADAMTS14	1316	49097025
ADAMTS13	863	49097025
ADAM7	1242	49097025
ADAMDEC1	531	49097025
ADAMTS12	3279	49097025
ADAMTS15	723	49097025
ADAM9	872	49097025
ADAM8	505	49097025
ADAMTS1	669	49097025
EPM2A	651	49097025
EPM2AIP1	279	49097025
EPOR	195	49097025
EPN2	709	49097025
EPN1	624	49097025
EPHX3	211	49097025
EPPIN	172	49097025
EPHX4	425	49097025
EPN3	406	49097025
EPO	184	49097025
PIGK	769	49097025
PIGN	859	49097025
PIGQ	595	49097025
PIGL	620	49097025
PIGG	674	49097025
PIGP	136	49097025
PIGM	189	49097025
PIGO	544	49097025
PIGR	619	49097025
PIGH	111	49097025
TTC3	1376	49097025
TTC23L	529	49097025
TTC26	591	49097025
TTC29	1566	49097025
TTC28	2343	49097025
TTC24	355	49097025
TTC25	407	49097025
TTC30B	233	49097025
TTC30A	368	49097025
TTC27	1168	49097025
FSTL4	2000	49097025
FSTL1	526	49097025
FST	259	49097025
FTCDNL1	493	49097025
FSIP2	2041	49097025
FSHR	2078	49097025
FSTL3	121	49097025
FTCD	603	49097025
FSTL5	3655	49097025
FSIP1	999	49097025
STOX1	626	49097025
STOML2	178	49097025
STON1	804	49097025
STPG1	436	49097025
STPG3	160	49097025
STON2	1094	49097025
STON1-GTF2A1L	2626	49097025
STPG2	2339	49097025
STOML3	436	49097025
STOX2	1359	49097025
SLC16A2	718	49097025
SLC16A3	313	49097025
SLC16A6	421	49097025
SLC16A11	199	49097025
SLC16A5	332	49097025
SLC16A13	235	49097025
SLC16A4	347	49097025
SLC16A14	640	49097025
SLC16A10	745	49097025
SLC16A12	757	49097025
MAP7	1168	49097025
MAP4K1	713	49097025
MAP4K3	1241	49097025
MAP4K4	1471	49097025
MAP6D1	88	49097025
MAP6	702	49097025
MAP3K9	1012	49097025
MAP4	1348	49097025
MAP4K5	724	49097025
MAP4K2	456	49097025
ATG7	1216	49097025
ATM	4590	49097025
ATG9A	445	49097025
ATG5	1972	49097025
ATL1	642	49097025
ATL2	620	49097025
ATG9B	711	49097025
ATIC	575	49097025
ATL3	483	49097025
ATG4D	297	49097025
PENK	473	49097025
PEG3	2067	49097025
PELP1	618	49097025
PEMT	416	49097025
PEF1	198	49097025
PELI3	288	49097025
PELO	234	49097025
PEG10	574	49097025
PELI1	448	49097025
PELI2	1082	49097025
RCAN3	296	49097025
RCBTB2	464	49097025
RCC1	468	49097025
RCAN1	498	49097025
RBSN	461	49097025
RCBTB1	465	49097025
RCAN2	1351	49097025
RBX1	169	49097025
RC3H1	991	49097025
RC3H2	809	49097025
HIST1H2BE	177	49097025
HIST1H2BA	105	49097025
HIST1H2BG	190	49097025
HIST1H2AL	101	49097025
HIST1H2AK	123	49097025
HIST1H2BB	96	49097025
HIST1H2AM	215	49097025
HIST1H2BD	364	49097025
HIST1H2BC	323	49097025
HIST1H2BF	143	49097025
PLPPR2	325	49097025
PLS1	838	49097025
PLPP7	378	49097025
PLRG1	370	49097025
PLS3	729	49097025
PLSCR1	327	49097025
PLPPR4	975	49097025
PLPPR5	1065	49097025
PLPPR3	348	49097025
PLPPR1	1422	49097025
ALAS1	362	49097025
ALAS2	466	49097025
AL691442.1	385	49097025
ALB	985	49097025
AL672043.1	24	49097025
AL929554.1	132	49097025
ALAD	279	49097025
AL772284.2	47	49097025
AL672142.1	325	49097025
AL669918.1	540	49097025
YIPF5	176	49097025
YJEFN3	201	49097025
YIPF2	166	49097025
YJU2	274	49097025
YIPF3	199	49097025
YIPF6	261	49097025
YIPF1	301	49097025
YKT6	178	49097025
YIPF7	527	49097025
YIPF4	323	49097025
CYP4F22	700	49097025
CYP4F11	660	49097025
CYP4B1	576	49097025
CYP4F3	684	49097025
CYP4Z1	560	49097025
CYP4X1	456	49097025
CYP4F2	699	49097025
CYP4F12	622	49097025
CYP4V2	396	49097025
CYP4F8	473	49097025
SCG5	346	49097025
SCG3	473	49097025
SCGB1A1	168	49097025
SCGB2A1	128	49097025
SCGB1D4	103	49097025
SCGB1D2	114	49097025
SCGB1D1	137	49097025
SCGB2A2	93	49097025
SCGB1C1	176	49097025
SCG2	455	49097025
ARL17A	385	49097025
ARL15	1496	49097025
ARL16	159	49097025
ARL2BP	119	49097025
ARL3	277	49097025
ARL4A	161	49097025
ARL2	129	49097025
ARL14EPL	238	49097025
ARL17B	387	49097025
ARL4C	136	49097025
CENPE	1353	49097025
CENPK	342	49097025
CENPJ	741	49097025
CENPA	143	49097025
CENPI	578	49097025
CENPH	228	49097025
CENPB	284	49097025
CENPF	1448	49097025
CENPC	670	49097025
CENPBD1	101	49097025
KRTAP10-4	1910	49097025
KRTAP10-1	221	49097025
KRTAP10-10	335	49097025
KRTAP10-12	165	49097025
KRT86	731	49097025
KRT9	427	49097025
KRTAP10-5	227	49097025
KRTAP10-11	266	49097025
KRTAP10-3	168	49097025
KRTAP10-2	273	49097025
CDADC1	394	49097025
CD99	205	49097025
CD9	322	49097025
CD99L2	727	49097025
CD96	1129	49097025
CD8A	345	49097025
CD8B	535	49097025
CDA	307	49097025
CD93	726	49097025
CD8B2	348	49097025
ZWINT	291	49097025
ZXDB	453	49097025
ZXDC	536	49097025
ZWILCH	471	49097025
ZYG11B	767	49097025
ZZEF1	1467	49097025
ZYG11A	456	49097025
ZXDA	357	49097025
ZW10	490	49097025
ZYX	368	49097025
RSPH3	376	49097025
RSPO2	1655	49097025
RSPO3	729	49097025
RSPH4A	361	49097025
RSRC1	1743	49097025
RSPH9	347	49097025
RSPRY1	455	49097025
RSPO1	408	49097025
RSPH6A	591	49097025
RSPO4	452	49097025
CC2D1A	691	49097025
CCAR2	540	49097025
CBX7	251	49097025
CCAR1	850	49097025
CC2D2B	845	49097025
CC2D1B	448	49097025
CC2D2A	1048	49097025
CBY1	167	49097025
CBX8	272	49097025
CBY3	37	49097025
YARS2	242	49097025
XXYLT1	1039	49097025
XYLB	622	49097025
YAE1	360	49097025
YAP1	856	49097025
XRRA1	732	49097025
YAF2	479	49097025
XYLT2	533	49097025
YARS	439	49097025
XYLT1	2204	49097025
PTHLH	328	49097025
PTK2	1882	49097025
PTK2B	1226	49097025
PTOV1	321	49097025
PTK6	294	49097025
PTH2R	1184	49097025
PTMA	250	49097025
PTMS	102	49097025
PTK7	973	49097025
PTN	1223	49097025
ZNF33A	626	49097025
ZNF33B	506	49097025
ZNF341	819	49097025
ZNF343	489	49097025
ZNF345	669	49097025
ZNF334	615	49097025
ZNF337	415	49097025
ZNF335	803	49097025
ZNF34	371	49097025
ZNF346	363	49097025
TCAIM	523	49097025
TCEA1	418	49097025
TCEAL3	185	49097025
TCEAL4	243	49097025
TCEAL1	86	49097025
TCEAL5	202	49097025
TCEA2	290	49097025
TCAP	120	49097025
TCEA3	428	49097025
TCEAL2	181	49097025
SPAG8	342	49097025
SPAG9	1193	49097025
SPAM1	819	49097025
SPANXB1	14	49097025
SPANXA1	12	49097025
SPANXD	250	49097025
SPANXN2	469	49097025
SPANXN1	301	49097025
SPANXC	148	49097025
SPANXA2	27	49097025
CNNM2	1133	49097025
CNOT1	1545	49097025
CNOT10	639	49097025
CNNM3	322	49097025
CNOT4	1049	49097025
CNOT3	629	49097025
CNNM1	747	49097025
CNNM4	564	49097025
CNOT2	802	49097025
CNOT11	306	49097025
IP6K2	345	49097025
IPO5	807	49097025
IP6K3	434	49097025
IPO7	778	49097025
IPCEF1	1058	49097025
IP6K1	418	49097025
IPO11	1305	49097025
IPO4	548	49097025
IPMK	497	49097025
IPO13	502	49097025
LRRC49	1240	49097025
LRRC4B	999	49097025
LRRC4C	3953	49097025
LRRC42	253	49097025
LRRC45	276	49097025
LRRC43	575	49097025
LRRC52	383	49097025
LRRC46	201	49097025
LRRC53	666	49097025
LRRC47	334	49097025
FAM168B	357	49097025
FAM162A	230	49097025
FAM163A	535	49097025
FAM167A	429	49097025
FAM168A	743	49097025
FAM166B	113	49097025
FAM162B	246	49097025
FAM166A	279	49097025
FAM163B	76	49097025
FAM167B	98	49097025
PRKD1	2446	49097025
PRKD2	654	49097025
PRKCQ	1489	49097025
PRKCI	764	49097025
PRKCZ	1047	49097025
PRKCSH	428	49097025
PRKCG	921	49097025
PRKDC	2881	49097025
PRKD3	717	49097025
PRKCH	1169	49097025
BOLL	611	49097025
BOLA1	184	49097025
BORCS5	546	49097025
BORA	364	49097025
BORCS7	105	49097025
BOLA3	96	49097025
BOP1	194	49097025
BORCS6	102	49097025
BOLA2	5	49097025
BOLA2B	5	49097025
NUDT7	331	49097025
NUFIP1	499	49097025
NUF2	489	49097025
NUDT4	271	49097025
NUFIP2	514	49097025
NUDT9	302	49097025
NUDT6	273	49097025
NUDT5	285	49097025
NUDT8	100	49097025
NUDT4B	13	49097025
CHGB	698	49097025
CHEK2	1285	49097025
CHEK1	648	49097025
CHERP	640	49097025
CHI3L2	529	49097025
CHFR	744	49097025
CHD9	1792	49097025
CHGA	290	49097025
CHI3L1	325	49097025
CHDH	447	49097025
NCF4	417	49097025
NCBP2L	208	49097025
NCF2	538	49097025
NCEH1	600	49097025
NCK1	594	49097025
NCCRP1	212	49097025
NCDN	402	49097025
NCK2	901	49097025
NCF1	213	49097025
NCBP3	361	49097025
AHI1	1203	49097025
AHNAK2	2932	49097025
AHCYL2	1079	49097025
AHSA1	206	49097025
AHDC1	937	49097025
AHRR	1371	49097025
AHNAK	2703	49097025
AHCYL1	439	49097025
AHCY	431	49097025
AHR	1234	49097025
CACNA1C	3896	49097025
CACNA1B	2926	49097025
CABYR	341	49097025
CACNA1A	3226	49097025
CACNA1E	3848	49097025
CACFD1	188	49097025
CACNA1D	2634	49097025
CABP7	221	49097025
CABS1	320	49097025
CACHD1	1484	49097025
TXNDC2	479	49097025
TXN	108	49097025
TXLNG	348	49097025
TXNDC12	374	49097025
TXNDC17	101	49097025
TXNDC11	678	49097025
TXN2	138	49097025
TXNDC16	782	49097025
TXNDC15	289	49097025
TXLNB	747	49097025
GAB4	919	49097025
GABARAP	75	49097025
GAB3	630	49097025
GAB1	868	49097025
G6PD	394	49097025
GAB2	1140	49097025
GAA	696	49097025
G6PC3	164	49097025
G6PC2	262	49097025
G6PC	362	49097025
FAM83C	515	49097025
FAM83F	432	49097025
FAM83G	622	49097025
FAM83H	743	49097025
FAM83D	395	49097025
FAM83B	1411	49097025
FAM83A	477	49097025
FAM81B	605	49097025
FAM81A	559	49097025
FAM83E	441	49097025
PUDP	490	49097025
PUM2	933	49097025
PUM3	442	49097025
PUF60	310	49097025
PUM1	1090	49097025
PTTG2	84	49097025
PTX3	233	49097025
PTX4	424	49097025
PURB	233	49097025
PURA	210	49097025
RABGEF1	558	49097025
RABGAP1L	2821	49097025
RABEP2	466	49097025
RABEPK	354	49097025
RABL2A	199	49097025
RABGGTA	292	49097025
RABGAP1	1237	49097025
RABGGTB	286	49097025
RABEP1	736	49097025
RABIF	92	49097025
EDEM3	779	49097025
EDF1	139	49097025
EDN3	467	49097025
EDIL3	2710	49097025
EDEM1	448	49097025
EDDM3B	141	49097025
EDEM2	452	49097025
EDN1	245	49097025
EDN2	126	49097025
EDDM3A	119	49097025
NDUFS7	270	49097025
NDUFV1	327	49097025
NDUFS8	148	49097025
NDUFV2	321	49097025
NEB	3781	49097025
NDUFS6	190	49097025
NDUFS4	637	49097025
NDUFS5	114	49097025
NDUFV3	301	49097025
NEBL	2521	49097025
LCLAT1	959	49097025
LCN10	163	49097025
LCE5A	151	49097025
LCN1	218	49097025
LCN12	157	49097025
LCK	528	49097025
LCMT2	340	49097025
LCMT1	544	49097025
LCN15	137	49097025
LCE6A	67	49097025
CDH26	1052	49097025
CDH22	1393	49097025
CDH23	3371	49097025
CDH24	448	49097025
CDH19	1440	49097025
CDH18	4253	49097025
CDH4	3823	49097025
CDH20	1844	49097025
CDH2	2179	49097025
CDH3	662	49097025
KLF3	438	49097025
KLF12	1385	49097025
KLF2	177	49097025
KLF4	540	49097025
KLF13	330	49097025
KLF17	389	49097025
KLF16	125	49097025
KLF15	342	49097025
KLF14	194	49097025
KLF18	51	49097025
S1PR5	244	49097025
SAA2	236	49097025
S100Z	452	49097025
S100PBP	335	49097025
S1PR1	412	49097025
S1PR2	314	49097025
S100P	69	49097025
S1PR3	497	49097025
SAA1	179	49097025
S1PR4	272	49097025
LAMB2	819	49097025
LAMC2	959	49097025
LAMA5	2046	49097025
LAMA4	1717	49097025
LAMB3	982	49097025
LAMA3	2376	49097025
LAMC1	1287	49097025
LAMB4	1629	49097025
LAMB1	1250	49097025
LAMC3	1527	49097025
CCT3	458	49097025
CCRL2	219	49097025
CCT4	369	49097025
CCT2	341	49097025
CCSER2	1035	49097025
CCSER1	3698	49097025
CCR9	298	49097025
CCR8	219	49097025
CCSAP	201	49097025
CCS	267	49097025
SLC25A38	236	49097025
SLC25A46	316	49097025
SLC25A44	250	49097025
SLC25A45	217	49097025
SLC25A39	215	49097025
SLC25A43	332	49097025
SLC25A42	395	49097025
SLC25A41	296	49097025
SLC25A40	362	49097025
SLC25A4	156	49097025
CLIC1	171	49097025
CLINT1	588	49097025
CLIC5	1232	49097025
CLIP1	1337	49097025
CLIP2	1171	49097025
CLIC6	567	49097025
CLHC1	515	49097025
CLIC2	417	49097025
CLIC4	483	49097025
CLIC3	130	49097025
CKLF-CMTM1	389	49097025
CKMT1A	150	49097025
CKAP2L	428	49097025
CKAP5	1082	49097025
CKMT2	364	49097025
CKLF	147	49097025
CKAP4	350	49097025
CKM	378	49097025
CKB	173	49097025
CKMT1B	148	49097025
A1CF	1053	49097025
A4GALT	343	49097025
A3GALT2	172	49097025
AADAC	347	49097025
A4GNT	275	49097025
AAAS	322	49097025
A2ML1	1332	49097025
A1BG	410	49097025
AACS	743	49097025
A2M	1277	49097025
MARCH6	877	49097025
MARC1	332	49097025
MARCH10	1081	49097025
MARCH4	914	49097025
MARCH5	389	49097025
MARCH2	278	49097025
MARCH1	3328	49097025
MARC2	379	49097025
MARCH3	727	49097025
MARCH11	1199	49097025
CNOT8	206	49097025
CNPY1	603	49097025
CNOT7	241	49097025
CNPY3	177	49097025
CNPPD1	259	49097025
CNP	273	49097025
CNOT9	337	49097025
CNOT6	588	49097025
CNOT6L	694	49097025
CNPY2	126	49097025
ZNF410	403	49097025
ZNF394	292	49097025
ZNF398	598	49097025
ZNF404	320	49097025
ZNF396	200	49097025
ZNF407	2182	49097025
ZNF395	494	49097025
ZNF41	475	49097025
ZNF397	359	49097025
ZNF408	364	49097025
ALG3	249	49097025
ALG2	189	49097025
ALG9	509	49097025
ALK	4659	49097025
ALG1L2	272	49097025
ALG5	405	49097025
ALKAL1	390	49097025
ALG8	424	49097025
ALG1L	165	49097025
ALG6	496	49097025
MAGEA9	47	49097025
MAGEB4	369	49097025
MAGEB16	359	49097025
MAGEB3	370	49097025
MAGEB2	335	49097025
MAGEB10	408	49097025
MAGEB18	374	49097025
MAGEB17	87	49097025
MAGEB5	101	49097025
MAGEB1	427	49097025
WDR7	1844	49097025
WDR74	249	49097025
WDR70	1721	49097025
WDR78	937	49097025
WDR77	202	49097025
WDR76	405	49097025
WDR75	445	49097025
WDR72	1962	49097025
WDR73	218	49097025
WDR66	974	49097025
C10orf62	140	49097025
C10orf82	186	49097025
C11orf1	170	49097025
C10orf71	1140	49097025
C10orf90	1268	49097025
C10orf88	258	49097025
C10orf67	997	49097025
C10orf95	72	49097025
C10orf99	150	49097025
C10orf55	337	49097025
CLCF1	194	49097025
CLCN2	535	49097025
CLCC1	398	49097025
CLCN5	1061	49097025
CLCN3	771	49097025
CLCN6	688	49097025
CLCN4	839	49097025
CLCNKA	580	49097025
CLCN7	612	49097025
CLCN1	948	49097025
CFDP1	551	49097025
CFD	98	49097025
CFAP97	370	49097025
CFAP97D2	219	49097025
CFC1B	15	49097025
CFAP99	388	49097025
CFAP97D1	105	49097025
CFH	1900	49097025
CFC1	108	49097025
CFB	338	49097025
STARD13	1325	49097025
STARD3	421	49097025
STARD4	251	49097025
STAP1	519	49097025
STARD10	330	49097025
STARD3NL	347	49097025
STARD6	317	49097025
STAP2	332	49097025
STAR	205	49097025
STARD5	196	49097025
ZNF518A	565	49097025
ZNF521	2671	49097025
ZNF524	182	49097025
ZNF518B	621	49097025
ZNF517	324	49097025
ZNF525	583	49097025
ZNF528	525	49097025
ZNF527	482	49097025
ZNF526	323	49097025
ZNF519	449	49097025
ARL8B	373	49097025
ARMC6	374	49097025
ARMC3	1041	49097025
ARMC12	333	49097025
ARMC5	650	49097025
ARMC1	315	49097025
ARMC10	288	49097025
ARMC2	802	49097025
ARL9	218	49097025
ARMC4	1938	49097025
DYTN	932	49097025
DZANK1	795	49097025
DYSF	2751	49097025
DYRK1A	1109	49097025
DYRK4	740	49097025
DYRK1B	421	49097025
DYRK2	432	49097025
DZIP1	837	49097025
DYRK3	378	49097025
DYNLT3	151	49097025
POLR2J3	303	49097025
POLR2J	118	49097025
POLR2G	111	49097025
POLR2J2	51	49097025
POLR2M	235	49097025
POLR3A	872	49097025
POLR2K	63	49097025
POLR2H	146	49097025
POLR2L	82	49097025
POLR2I	99	49097025
RPGRIP1L	984	49097025
RPGR	761	49097025
RPF2	334	49097025
RPEL1	139	49097025
RPH3A	1959	49097025
RPE	256	49097025
RPF1	258	49097025
RPGRIP1	1033	49097025
RPAP3	437	49097025
RPE65	552	49097025
HSFY2	11	49097025
HSF4	271	49097025
HSF2	384	49097025
HSFY1	7	49097025
HSF5	625	49097025
HSFX3	14	49097025
HSF1	412	49097025
HSFX4	15	49097025
HSF2BP	711	49097025
HSFX1	12	49097025
PCDHA11	4008	49097025
PCDHA3	7759	49097025
PCDHA10	4685	49097025
PCDHA2	8129	49097025
PCDHA7	6123	49097025
PCDHA6	6566	49097025
PCDHA4	7351	49097025
PCDHA5	6941	49097025
PCDHA12	3453	49097025
PCDHA13	2777	49097025
UPRT	351	49097025
UQCC1	684	49097025
UPP1	298	49097025
UPP2	1210	49097025
UPK1B	342	49097025
UPK3B	225	49097025
UPK3A	229	49097025
UQCC2	147	49097025
UPK2	119	49097025
UPK3BL1	58	49097025
DIS3	800	49097025
DIS3L	500	49097025
DISP2	720	49097025
DISC1	2132	49097025
DIXDC1	635	49097025
DIS3L2	1687	49097025
DKC1	352	49097025
DISP3	1498	49097025
DIRC3	286	49097025
DISP1	1058	49097025
SNX25	1006	49097025
SNX31	751	49097025
SNX30	663	49097025
SNX27	754	49097025
SNX4	484	49097025
SNX24	785	49097025
SNX29	2370	49097025
SNX3	267	49097025
SNX32	388	49097025
SNX33	324	49097025
SNX10	541	49097025
SNUPN	303	49097025
SNU13	183	49097025
SNX12	146	49097025
SNX1	428	49097025
SNW1	417	49097025
SNX11	204	49097025
SNTN	259	49097025
SNX13	1136	49097025
SNURF	303	49097025
OR5I1	422	49097025
OR5J2	428	49097025
OR5K4	325	49097025
OR5L2	532	49097025
OR5K2	206	49097025
OR5H6	409	49097025
OR5K3	288	49097025
OR5M1	378	49097025
OR5L1	575	49097025
OR5K1	342	49097025
UGT2A3	481	49097025
UGT2B10	484	49097025
UGT2A1	941	49097025
UGT2A2	739	49097025
UGT1A9	1956	49097025
UGT2B15	526	49097025
UGT2B11	531	49097025
UGT1A8	2422	49097025
UGT2B28	585	49097025
UGT2B17	355	49097025
BRD8	834	49097025
BRF1	894	49097025
BRICD5	176	49097025
BRDT	931	49097025
BRF2	235	49097025
BRD9	599	49097025
BRI3	124	49097025
BRINP1	2206	49097025
BRI3BP	321	49097025
BRD7	737	49097025
SDR39U1	189	49097025
SDR16C5	501	49097025
SDS	269	49097025
SDR9C7	234	49097025
SDSL	301	49097025
SDK1	4660	49097025
SEBOX	128	49097025
SDR42E1	283	49097025
SDR42E2	205	49097025
SDK2	2554	49097025
ARID2	2905	49097025
ARID4B	1263	49097025
ARID1B	3224	49097025
ARID3A	507	49097025
ARID1A	5212	49097025
ARID3C	291	49097025
ARID3B	557	49097025
ARID5A	340	49097025
ARID4A	901	49097025
ARID5B	1680	49097025
ZSCAN12	350	49097025
ZSCAN25	359	49097025
ZSCAN2	419	49097025
ZSCAN18	783	49097025
ZSCAN20	610	49097025
ZSCAN21	304	49097025
ZSCAN10	571	49097025
ZSCAN22	337	49097025
ZSCAN23	258	49097025
ZSCAN16	125	49097025
TTYH2	628	49097025
TUBA3C	745	49097025
TTPAL	280	49097025
TUBA1A	244	49097025
TUBA1C	374	49097025
TUB	851	49097025
TTYH1	453	49097025
TTYH3	564	49097025
TTR	168	49097025
TUBA1B	248	49097025
PRRT1B	65	49097025
PRRT2	294	49097025
PRRT3	333	49097025
PRRT4	359	49097025
PRSS1	760	49097025
PRRT1	219	49097025
PRRX1	940	49097025
PRSS16	446	49097025
PRSS12	780	49097025
PRRX2	393	49097025
CPSF4	290	49097025
CPSF6	491	49097025
CPT2	311	49097025
CPSF7	382	49097025
CPT1A	865	49097025
CPT1C	625	49097025
CPT1B	430	49097025
CPVL	1258	49097025
CPTP	164	49097025
CPSF4L	100	49097025
GOLGA8N	111	49097025
GOLGA8T	110	49097025
GOLGA8J	137	49097025
GOLGB1	1590	49097025
GOLGA8M	190	49097025
GOLGA8K	165	49097025
GOLGA8Q	99	49097025
